ID,net_econ_value,biodiversity,net_ghg_co2e,carbon,cropland_value,forestry_value,grazing_value,grazing_methane,production_value,transition_cost,nitrate_cancer_cases,ground_noxn,noxn_in_drinking_water,surface_noxn
793.0,1.331653877448899e9,1.900510975757e6,1.231061759030647e9,3.58290422729088e8,9.940496426650679e8,3.07395873720978e8,1.0615027574354699e8,4.1334895488004436e9,1.4075957921295931e9,7.594191468069401e7,5007.854777,1.5507564693714002e7,9.723737441892e6,6.616615614622001e6
794.0,1.455034412904778e9,1.843504330815e6,1.0459023231973277e9,3.1435034256149197e8,1.219781951512066e9,2.4110849266638696e8,1.3709274409859702e8,5.335779976407146e9,1.5979831882770498e9,1.42948775372272e8,5015.424521000001,1.5821062349216003e7,9.991171838562e6,6.860276545698999e6
795.0,1.45505329955658e9,1.8408596183500001e6,1.0524519438182782e9,3.16181957283818e8,1.216340038576963e9,2.42287224829779e8,1.37299724873062e8,5.344094977786054e9,1.5959269882798042e9,1.40873688723224e8,5015.2176660000005,1.5821163354791e7,9.989252751001e6,6.857247390361e6
796.0,1.4329418663340611e9,1.863892661064e6,1.0918230137953405e9,3.2403033560284007e8,1.179502147188592e9,2.58159115348557e8,1.2370955433175302e8,4.814410837420303e9,1.5613708168689022e9,1.28428950534841e8,5014.611149999999,1.5752344375539003e7,9.933282326359e6,6.808046712652e6
797.0,1.4781859087026181e9,1.786200975528e6,8.746157885891557e8,2.76944280927448e8,1.272611874020157e9,1.89608836407129e8,1.81080300893246e8,7.042328740574348e9,1.6433010113205318e9,1.65115102617914e8,5019.302776,1.5952186019010002e7,1.0103540172967e7,6.962576618724001e6
798.0,-1.1643631738676589e9,2.104677478168e6,2.130186081422082e9,5.882416050796349e8,1.64026338648789e8,3.3092864523051304e8,3.4313089264084995e7,1.334990193495645e9,5.29268073143387e8,1.693631247011046e9,4957.929001,1.4867711856654e7,9.020983981214e6,5.880559753657999e6
799.0,-9.746579544219545e9,2.325523324206e6,3.6633602449822836e9,9.993978118618541e8,2.5489051637268998e7,9.923303915392e6,1.3815001115110002e6,5.4919925559049994e7,3.6793855664172e7,9.783373399883718e9,4944.047568999999,1.4845891622477e7,8.963721066622e6,5.805356764857e6
800.0,1.4134051537414281e9,1.8784768929980001e6,1.1009636579361126e9,3.24962349579629e8,1.1561570951045132e9,2.6470069908209097e8,1.16381594705221e8,4.528247859459679e9,1.537239388891825e9,1.23834235150397e8,5013.647152,1.5713349286871001e7,9.90198579827e6,6.780859001546999e6
801.0,1.453512671950697e9,1.8462777383949999e6,1.0457475146427196e9,3.14012836209501e8,1.219498459968549e9,2.41452462739759e8,1.3571141809998402e8,5.281644239605875e9,1.596662340808292e9,1.43149668857595e8,5016.028262000001,1.5819333487005003e7,9.990136077356e6,6.859589837086e6
802.0,5.57515678135316e8,1.9940854055370002e6,1.6762850581609063e9,4.74087175792278e8,3.24635691430264e8,3.67701598576283e8,7.9752637864761e7,3.101729320538975e9,7.720899278713081e8,2.1457424973599198e8,4969.695406000001,1.4979857523593001e7,9.164449299087e6,6.040122455680001e6
803.0,1.44374934959769e9,1.84221540192e6,1.0909119835518086e9,3.25421686688071e8,1.184683712804125e9,2.55245960003955e8,1.31396021100119e8,5.115043381889254e9,1.5713256939081988e9,1.2757634431050901e8,5014.315873,1.5784567735343002e7,9.953361093907e6,6.821306326441e6
804.0,1.444939600291701e9,1.837351294068e6,1.0895340704437544e9,3.2520917336585903e8,1.186125252010669e9,2.54508650358131e8,1.3216237164155102e8,5.144978261553096e9,1.5727962740103512e9,1.2785667371864998e8,5014.247528,1.5793561105190001e7,9.959521641463e6,6.8259499038120005e6
805.0,1.411873926569591e9,1.879996874258e6,1.0880203817485237e9,3.21554121215389e8,1.162632713188112e9,2.60480437947621e8,1.1695911829049201e8,4.55056980206181e9,1.540072269426225e9,1.2819834285663402e8,5014.547274,1.5719719820345003e7,9.910480525601e6,6.790565734444e6
806.0,7.71733237910666e8,1.964221149909e6,1.620332062303235e9,4.61907850869903e8,3.59185263398692e8,3.78684187386497e8,9.4104311283845e7,3.6665028776537886e9,8.31973762069034e8,6.024052415836801e7,4975.3358690000005,1.500119067224e7,9.2010196869e6,6.084742615786e6
807.0,-9.148349773769548e9,2.315687898336e6,3.5836885858187785e9,9.77923399125346e8,3.0776892760054998e7,3.3411039764709998e7,2.5520673861599998e6,1.01527215374493e8,6.6739999910925e7,9.215089773680473e9,4944.69609,1.4849497948964e7,8.967849565195e6,5.809742045785001e6
808.0,1.4417269034055138e9,1.859057491672e6,1.06412970351423e9,3.17392356282594e8,1.203060571908709e9,2.48255998934019e8,1.28033917093659e8,4.9821134760974e9,1.579350487936387e9,1.37623584530873e8,5015.157402,1.5787430394428002e7,9.964022124820001e6,6.836616623797e6
809.0,1.4363193064191933e9,1.8608202930160002e6,1.0879279374640074e9,3.2333068623815304e8,1.184524823806509e9,2.5639000705717397e8,1.2541080759621e8,4.880895603794349e9,1.5663256384598927e9,1.3000633204069999e8,5014.63142,1.5760461182147002e7,9.939921179473002e6,6.813889941269999e6
810.0,8.3871326136326e8,1.9621889142319998e6,1.5834183028232121e9,4.5143679496293104e8,4.31519434490676e8,3.7155708891819596e8,9.2215134456294e7,3.592497268710065e9,8.95291657865166e8,5.657839650190601e7,4979.637369000001,1.5048813818188999e7,9.256136384128e6,6.143722725931e6
811.0,1.4747487236152782e9,1.799321149135e6,9.50397508782629e8,2.93957995539713e8,1.262450022245923e9,2.0820851098417598e8,1.6382841363685298e8,6.372423743149269e9,1.634486946866952e9,1.59738223251674e8,5018.720880000001,1.5931641311046e7,1.0081923788132e7,6.940486521833999e6
812.0,-9.975009871013933e9,2.331617453858e6,3.683890869387145e9,1.004742004329616e9,1.07222093125e7,363457.855712,204912.45553800004,8.1573244056629995e6,1.1290579623750001e7,9.986300450637684e9,4944.0036900000005,1.4837286880866999e7,8.957952217902e6,5.801126537574001e6
813.0,1.341229788405586e9,1.9014403517340003e6,1.2125049659326887e9,3.53190044816598e8,1.013032602790374e9,3.03178074228175e8,1.05974635093669e8,4.1262599197418604e9,1.422185312112218e9,8.0955523706632e7,5008.6146100000005,1.5525744868806e7,9.74141917149e6,6.634297590382e6
814.0,1.4171595866532612e9,1.8761419655810003e6,1.099379826039621e9,3.24645345480814e8,1.1621643226368601e9,2.6328707764550397e8,1.1692709321892598e8,4.549322036168176e9,1.5423784935012898e9,1.25218906848029e8,5013.691616,1.5722803607117001e7,9.909773691666e6,6.787751509998e6
815.0,1.477173210864004e9,1.7983829059000001e6,9.031204252069547e8,2.83205686885427e8,1.269325201986527e9,1.97802657780671e8,1.7392994476953e8,6.765021335313879e9,1.641057804536728e9,1.63884593672724e8,5018.886076,1.5933559848612003e7,1.0088827508674001e7,6.950027193549e6
816.0,1.476063995543137e9,1.8039550222690003e6,9.229894954155295e8,2.8767811088128304e8,1.266836493581067e9,2.0247734124695802e8,1.69470755445942e8,6.591512224125402e9,1.6387845902739668e9,1.6272059473083e8,5018.807906,1.5924452973333001e7,1.0081378420505e7,6.943514717912e6
817.0,1.451469936450398e9,1.844732484432e6,1.0622490188280675e9,3.1835799590402603e8,1.20839167463119e9,2.4593534090902096e8,1.34959892788107e8,5.253181641001385e9,1.589286908328318e9,1.3781697187792e8,5014.932761,1.5806555296071e7,9.976826437507e6,6.845887409906e6
818.0,-1.7200857288815975e7,2.030203993948e6,1.8620874999968812e9,5.2214294204979706e8,1.8433100543562e8,3.6626380055940896e8,6.7441774350427e7,2.6218310426187134e9,6.18036580345456e8,6.35237437634272e8,4959.080715,1.4879486684774e7,9.044395868244e6,5.909831640254e6
819.0,1.375933108848327e9,1.8950996338340002e6,1.1500299777794087e9,3.36684573060356e8,1.08616328404767e9,2.8360538325827897e8,1.08524446530977e8,4.22400617209483e9,1.478293113836926e9,1.02360004988599e8,5011.885132,1.5614637874436002e7,9.819472449324e6,6.706732134156e6
820.0,-1.9759527592920523e9,2.1349296779549997e6,2.329028290139431e9,6.40329116922636e8,1.32660561660434e8,3.13617115692742e8,2.4159940672489e7,9.42256928845034e8,4.7043761802566504e8,2.446390377317717e9,4954.886467,1.4864784121884e7,9.005897291238e6,5.859584147481e6
821.0,1.3549272320983129e9,1.8886153527819999e6,1.215467586004081e9,3.55114137581168e8,1.0247721416754509e9,3.01025653971635e8,1.11224673665612e8,4.330879256343409e9,1.437022469312698e9,8.2095237214385e7,5008.502658,1.5554709005416002e7,9.759537540158e6,6.646362411142001e6
822.0,9.13956559245528e8,1.940449323576e6,1.5591354663507311e9,4.46929710024679e8,4.8069176326817405e8,3.67200626049695e8,1.02136921299934e8,3.980340186987917e9,9.500293106178031e8,3.6072751372275e7,4982.90251,1.5103448516773e7,9.307213984935e6,6.1927363401e6
823.0,1.466625269350338e9,1.827039940656e6,1.0033700286383915e9,3.05134916202577e8,1.245066719212536e9,2.25633946379268e8,1.48354405499677e8,5.7728998718862095e9,1.619055071091481e9,1.52429801741143e8,5017.426778,1.5876594055057002e7,1.0036283812346e7,6.89990398289e6
824.0,1.415973479773504e9,1.8770229872210003e6,1.0983284103171835e9,3.24348474608925e8,1.1611618925206501e9,2.63263627964596e8,1.168787004649e8,4.547466495777063e9,1.5413042209501462e9,1.2533074117664202e8,5013.681433,1.5720316324482001e7,9.908415580402002e6,6.787001836589e6
825.0,1.460248887917342e9,1.8388107276380002e6,1.0217703234237714e9,3.08681570823529e8,1.235812434812357e9,2.3262773565551496e8,1.4141125796105802e8,5.503105146458416e9,1.6098514284289298e9,1.49602540511588e8,5016.645722,1.5847618058164002e7,1.001342172274e7,6.880238330988999e6
826.0,1.466982079035902e9,1.830163139049e6,9.772788710579617e8,2.9870250475961196e8,1.2520096744898822e9,2.2037662933954698e8,1.51606794928204e8,5.898182319697443e9,1.6239930987576327e9,1.57011019721731e8,5017.573315000001,1.5873880325496003e7,1.0040050408638e7,6.907176254745e6
827.0,-9.89670622668991e9,2.3312915366e6,3.673773102083006e9,1.002029989272348e9,1.1727935161140002e6,4.1676274143980006e6,423079.186816,1.6842929113483e7,5.763500117328001e6,9.90246972680724e9,4943.9997109999995,1.4823225551857002e7,8.951332931479e6,5.798512443929e6
828.0,1.271239437609138e9,1.924048882376e6,1.2539487270438988e9,3.62962033281929e8,9.265067765914589e8,3.17293125891115e8,9.877113248509702e7,3.845603082825372e9,1.342571034967671e9,7.1331597358533e7,5003.363058,1.5414051479053002e7,9.650756046162e6,6.554482380036e6
829.0,1.47136751917239e9,1.819136368156e6,9.696484515731415e8,2.97706363326192e8,1.257378707341057e9,2.1528066002223796e8,1.5672509537018502e8,6.0970773644781275e9,1.62938446273348e9,1.5801694356109e8,5018.401774,1.5900032469695002e7,1.005790805678e7,6.920553609240999e6
830.0,1.2377312427450728e9,1.9296122040600001e6,1.2852496581180215e9,3.7119299972852397e8,8.831709832658641e8,3.24352847975354e8,9.7320503252706e7,3.789567044328326e9,1.3048443344939241e9,6.7113091748851e7,5002.103015000001,1.5366102248786002e7,9.607800057631e6,6.513867126078e6
831.0,-1.794696056125297e9,2.140216976636e6,2.24261985029935e9,6.16449844407448e8,1.4986496258194402e8,3.0469577718551e8,2.27238195225e7,8.84812293064638e8,4.7728455928995407e8,2.271980615415251e9,4954.845822,1.485714940932e7,9.004645241911e6,5.861337683209e6
832.0,1.4699194810237808e9,1.820758690732e6,9.847836368711154e8,3.01032992401759e8,1.252542050426507e9,2.19940207986847e8,1.5292313926004702e8,5.950200096766708e9,1.625405397673401e9,1.5548591664962e8,5018.272683,1.5892664846717004e7,1.0050417998144e7,6.912995955272e6
833.0,1.4693356244284902e9,1.8160296136750001e6,9.960848722189157e8,3.0371118879077995e8,1.24975811589752e9,2.2238582651962298e8,1.5100349285384e8,5.876141000697212e9,1.623147435270983e9,1.53811810842493e8,5018.269077,1.5897069921929002e7,1.0051453978738e7,6.912247431879e6
834.0,1.475959965532318e9,1.7975957212470002e6,9.337107525219799e8,2.90288748811803e8,1.265760587606153e9,2.03839166350774e8,1.6799927388529098e8,6.534066322731551e9,1.637599027842218e9,1.616390623099e8,5018.799646,1.5935806305086002e7,1.0086308968844e7,6.944995206249999e6
835.0,1.4589041794684632e9,1.8371175287660002e6,1.0383983252524703e9,3.13051399695343e8,1.227009428774333e9,2.3648286019871402e8,1.40625573945236e8,5.472840348189373e9,1.604117862918283e9,1.4521368344982e8,5016.38181,1.5842297978337003e7,1.0006063577814e7,6.871768060455e6
836.0,1.39114095643815e9,1.871945254404e6,1.1764379417511005e9,3.4589472287439203e8,1.082235020908911e9,2.87830177690542e8,1.17934150076033e8,4.59213543941684e9,1.4879993486754858e9,9.685839223733601e7,5011.008003,1.5638053976546e7,9.827585806869e6,6.706325977686001e6
837.0,-6.885501243313341e8,2.083051282172e6,2.002070073835188e9,5.55151912597202e8,1.7110583324351603e8,3.42565654789835e8,4.3089584174067e7,1.6743469510609608e9,5.567610722074181e8,1.245311196538752e9,4958.280465,1.4872287733692e7,9.028674601068e6,5.889843932062e6
838.0,1.4748083194316149e9,1.807039214956e6,9.441965235288725e8,2.9239462124542e8,1.263569879296704e9,2.07551958128281e8,1.64430972257813e8,6.395854385216709e9,1.635552809682798e9,1.60744490251183e8,5018.834616000001,1.5920470798770001e7,1.0075914402747e7,6.937249851499001e6
839.0,1.391009640917454e9,1.884864498841e6,1.1559994721098714e9,3.38971324102979e8,1.097663986226805e9,2.83738507341497e8,1.1162003353613001e8,4.344769146719242e9,1.4930225271044319e9,1.0201288618697801e8,5011.4936020000005,1.5640787802489001e7,9.83646796689e6,6.718740928327001e6
840.0,1.452580834794817e9,1.834940987448e6,1.0681476394690075e9,3.2020294735147e8,1.206387839309473e9,2.46746761760046e8,1.36065025297616e8,5.296491707652451e9,1.589199626367135e9,1.3661879157231802e8,5014.849359,1.5820038184535002e7,9.983088626666e6,6.848252275858e6
841.0,1.423938075923577e9,1.8572771012970002e6,1.1278448973706343e9,3.34108542423022e8,1.143420368970216e9,2.69773559105676e8,1.2486123548779e8,4.860987909022314e9,1.5380551635636818e9,1.1411708764010501e8,5013.1282630000005,1.5717238638463002e7,9.899035029305e6,6.773806406774e6
842.0,1.469385059478223e9,1.8249294462070002e6,9.749672554216418e8,2.9861684448204905e8,1.2547872538661e9,2.1787027742391697e8,1.54171651725705e8,5.998058717293556e9,1.6268291830157218e9,1.57444123537499e8,5018.279037,1.5887115089228004e7,1.0048847518361e7,6.913578125957e6
843.0,1.453519465486724e9,1.8361886440440002e6,1.0641241155254503e9,3.19231574692168e8,1.20989805997683e9,2.45028144652224e8,1.3665793127324903e8,5.319582917291611e9,1.5915841359023032e9,1.3806467041557902e8,5015.016218000001,1.5822969159381002e7,9.986611613444e6,6.852108715962e6
844.0,-6.570666697587179e9,2.289878922957e6,3.1175891873169947e9,8.50676498616436e8,3.0198170194138e7,1.01955933914523e8,2.012186447344e6,7.789871383018e7,1.34166290556005e8,6.704832988143185e9,4945.756631,1.4823356923263002e7,8.954741449416999e6,5.803682526273999e6
845.0,1.426479201440868e9,1.8612418206830001e6,1.118015615845187e9,3.31250709880661e8,1.1537036639975471e9,2.6659248876674598e8,1.24048047888978e8,4.828516019195166e9,1.544344200653271e9,1.17864999212403e8,5013.479841,1.5723832817827003e7,9.906608349292e6,6.781974147543e6
846.0,1.379143024468543e9,1.8875981026180002e6,1.17608223802329e9,3.44260045010661e8,1.0727934508218431e9,2.90787307392668e8,1.1071677615328701e8,4.310229684123356e9,1.4742975343677979e9,9.515450989925501e7,5010.5094309999995,1.5608296484618e7,9.808337928756e6,6.692907830452001e6
847.0,1.3109590764542909e9,1.905828279818e6,1.2503606060796285e9,3.63288190707484e8,9.622870098776631e8,3.12663098930013e8,1.0488782613065201e8,4.084804659057301e9,1.379837934938328e9,6.8878858484037e7,5006.835265000001,1.5473521517810002e7,9.693347500190001e6,6.5879385591520015e6
848.0,1.450644296055253e9,1.839810367701e6,1.0717709836422448e9,3.20889033211275e8,1.202669648302697e9,2.4874092113193598e8,1.34641171679907e8,5.241106906621504e9,1.5860517411145399e9,1.35407445059287e8,5015.099036,1.5809052605964003e7,9.97507715149e6,6.8417222160330005e6
849.0,1.468070500086586e9,1.82821555912e6,9.704336942708632e8,2.97246712007413e8,1.2543834021710951e9,2.18005407633981e8,1.53554280419258e8,5.973545821149222e9,1.6259430902243338e9,1.57872590137748e8,5017.635569000001,1.5882494901826002e7,1.0046484716632001e7,6.912428008907999e6
850.0,1.4614993611545012e9,1.8235183449010001e6,1.0382837626544873e9,3.13411697329791e8,1.229357575890619e9,2.3492854864872e8,1.4246006856065e8,5.54462304440399e9,1.6067461930999892e9,1.4524683194548804e8,5016.069043,1.5867178196175002e7,1.0021181894724e7,6.881620900114001e6
851.0,1.405887877889842e9,1.873081016763e6,1.1485939367922494e9,3.38239084724329e8,1.115376575354768e9,2.78927215787969e8,1.1768351318875101e8,4.5808020265145035e9,1.5119873043314881e9,1.0609942644164601e8,5012.316994,1.5673697693617001e7,9.862709109494e6,6.741434703789e6
852.0,1.442313495409431e9,1.853853007439e6,1.0823262658629556e9,3.2253828221035206e8,1.191214928202933e9,2.5396905492283297e8,1.28856018613307e8,5.015705112083414e9,1.574040001739073e9,1.31726506329642e8,5014.654875,1.5772510451263003e7,9.949179282564001e6,6.821562084942e6
853.0,1.4695154209443521e9,1.822480200539e6,9.849310777718911e8,3.0102224433718204e8,1.252313681380869e9,2.2015137080459097e8,1.52686323294132e8,5.940857573222145e9,1.6251513754795918e9,1.5563595453524e8,5018.187407,1.5890157077990003e7,1.0048592731403999e7,6.911538034663e6
854.0,4.2228683589901805e8,2.0080055383670002e6,1.708194667917006e9,4.81610042162443e8,3.07427877482451e8,3.61513991919761e8,7.426489870618701e7,2.885441000597569e9,7.43206768108399e8,3.20919932209381e8,4968.245534000001,1.4970554339494001e7,9.149698572346e6,6.022459300414001e6
855.0,1.166611417959293e9,1.9177377100459998e6,1.3867952339423862e9,4.0055155096061397e8,7.75667940905035e8,3.35017238983189e8,1.0510833852098599e8,4.094689312326585e9,1.2157935184092102e9,4.9182100449916996e7,4996.986234,1.5305685685388003e7,9.534475566348e6,6.433469299145e6
856.0,9.27943375175312e8,1.953219287561e6,1.5364094945722141e9,4.3922492024346197e8,5.16801557863071e8,3.63167425686769e8,9.5080806588254e7,3.704093982690649e9,9.75049790138094e8,4.7106414962781996e7,4983.620247,1.5097707370348e7,9.319278301407e6,6.214382053675001e6
857.0,6.68364137166211e8,1.98258856995e6,1.6430839280859435e9,4.6595682395410603e8,3.5366072487383604e8,3.70261866996619e8,8.4033798776803e7,3.2712213206222563e9,8.07956390647258e8,1.39592253481047e8,4973.393891,1.4999184721031003e7,9.19138754294e6,6.071110623791001e6
858.0,5.53921516434526e8,1.977201512916e6,1.7048591822157702e9,4.8479973281200606e8,2.34876038542907e8,3.84147582652893e8,9.3344252328123e7,3.636991904745906e9,7.12367873523923e8,1.58446357089397e8,4964.860624,1.4915621367131002e7,9.095398968752e6,5.968367770963999e6
859.0,2.5289359596784103e8,2.0167615499960002e6,1.7760398629597878e9,4.9985436847560596e8,1.9650670597785598e8,3.70503279752243e8,7.3033048578496e7,2.837974405871707e9,6.400430343085951e8,3.8714943834075403e8,4960.839424,1.4890180986581001e7,9.058651179932e6,5.925861560358e6
860.0,1.452669887030148e9,1.8320089789130003e6,1.0689336516510396e9,3.20407514115945e8,1.205789824911892e9,2.47055014132129e8,1.36017621352146e8,5.294695005371273e9,1.588862460396167e9,1.36192573366019e8,5014.8684010000015,1.5825439064878002e7,9.986257766155e6,6.850202703986e6
861.0,1.435836564792924e9,1.838031300014e6,1.110436404742052e9,3.3030343203533304e8,1.165758023332016e9,2.6193167818024397e8,1.29293201034233e8,5.033808969375115e9,1.556982902546493e9,1.21146337753569e8,5014.181149000001,1.5770087539664e7,9.938935427587e6,6.806817870881e6
862.0,1.462821657697977e9,1.82605461406e6,1.0308013692647773e9,3.1160385516677403e8,1.234069245614602e9,2.3281327148255098e8,1.4356902911223e8,5.5873049840030365e9,1.610451546209383e9,1.47629888511406e8,5017.175419,1.5868748839346e7,1.0025047035465e7,6.886745405071e6
863.0,1.474845229877739e9,1.8031333958280003e6,9.482443501908886e8,2.93419486913478e8,1.262806379755079e9,2.07996649754784e8,1.6405455332389402e8,6.381355091259871e9,1.634857582833757e9,1.60012352956018e8,5018.832560000001,1.5925907225788001e7,1.007855518428e7,6.9383907487510005e6
864.0,-1.0011590221306046e10,2.332919346866e6,3.6846150748806643e9,1.0048993527181131e9,0.0,52133.17553600001,19891.083957000003,794254.287498,72024.259493,1.0011662245565538e10,4943.973846,1.4821282515814003e7,8.949743040990999e6,5.797119450064e6
865.0,1.425622058399221e9,1.87079295099e6,1.0910403863013895e9,3.23042792819741e8,1.173425954187062e9,2.60011811290685e8,1.20067765472321e8,4.672492701883042e9,1.553505530950068e9,1.2788347255084701e8,5014.216,1.5737821327034e7,9.923672918577999e6,6.80106379747e6
866.0,1.472029729113723e9,1.8194802757660002e6,9.455845553970478e8,2.92136714197007e8,1.261048324970807e9,2.10131161670126e8,1.6142422938922703e8,6.279169832932228e9,1.6326037160301602e9,1.60573986916437e8,5018.789085000001,1.5899249749169003e7,1.0061432661581002e7,6.926394079682e6
867.0,8.98611660034669e8,1.9451759390020003e6,1.5657981863115668e9,4.48380623804884e8,4.66540452458665e8,3.68662737013336e8,1.0042208273292e8,3.9132050486503935e9,9.35625272204921e8,3.7013612170251995e7,4982.309466,1.5088003642648e7,9.293254202475e6,6.179674475309001e6
868.0,9.332891904421971e8,1.9372514307360002e6,1.5489328006782677e9,4.44304234605812e8,5.0255463538729995e8,3.64775293008469e8,1.02874718404177e8,4.0091363104854746e9,9.702046467999461e8,3.6915456357749e7,4984.403358999999,1.5117471075507002e7,9.324164144689001e6,6.2111727940960005e6
869.0,1.45882233375024e9,1.830738516404e6,1.0466697463210689e9,3.15212218373924e8,1.222743491242546e9,2.38599243628668e8,1.40165863500262e8,5.455419385832626e9,1.6015085983714762e9,1.42686264621236e8,5015.703712,1.5847772230260003e7,1.0006716502356999e7,6.86979102242e6
870.0,1.4632574315923262e9,1.82515421603e6,1.0290674237077094e9,3.11210909278468e8,1.235027857666726e9,2.3217660540235102e8,1.4394741585106e8,5.60196218233366e9,1.611151878920137e9,1.4789444732781103e8,5017.204289,1.5871617106039003e7,1.0027505346841998e7,6.888985994538e6
871.0,1.209214623330008e9,1.930195990099e6,1.32283237006691e9,3.8167443405318e8,8.394993282730502e8,3.29718150500722e8,9.839971949896e7,3.832027739737484e9,1.267617198272732e9,5.8402574942724e7,5000.873210000001,1.5325662653113e7,9.570340199326001e6,6.477975109464e6
872.0,1.463653634519612e9,1.834105621264e6,1.0087007693061837e9,3.06008574266892e8,1.2423367356233041e9,2.2790418177631402e8,1.45618177327322e8,5.666533483621014e9,1.61585909472694e9,1.5220546020732802e8,5017.426771,1.5862624052276004e7,1.0026781599171001e7,6.892749060717e6
873.0,1.341188509506517e9,1.900041799664e6,1.216538986757027e9,3.54337859840891e8,1.011820706137421e9,3.03705435381207e8,1.06195826557193e8,4.134991632978675e9,1.421721968075821e9,8.0533458569304e7,5008.335996,1.5527794353737004e7,9.741246663320001e6,6.632869771356e6
874.0,1.4586664265789351e9,1.842608213838e6,1.0034013778716722e9,3.03715187349315e8,1.241818956896557e9,2.2865587149461198e8,1.41656496959178e8,5.51104878712414e9,1.6121313253503468e9,1.53464898771412e8,5016.587589,1.5853099080926003e7,1.0019812839452e7,6.887253958865001e6
875.0,1.4624847314467092e9,1.825740536454e6,1.0327500430191615e9,3.1208091120986605e8,1.2329598081958551e9,2.3336050336194596e8,1.43309947658127e8,5.577331570850693e9,1.6096302592159278e9,1.47145527769219e8,5017.156146000001,1.5868621042621002e7,1.0024601168071e7,6.886121608271e6
876.0,1.1427235722909591e9,1.911752711403e6,1.4093596370580945e9,4.0724969205179805e8,7.47665978532932e8,3.36061057646867e8,1.07670132893629e8,4.194461689924903e9,1.1913971690734282e9,4.8673596782469004e7,4995.4516140000005,1.5304986677509002e7,9.523192393523e6,6.416491072023e6
877.0,1.4289187800756469e9,1.865925828873e6,1.1009610981342492e9,3.26283431746153e8,1.168904057612909e9,2.6143139851191998e8,1.22589120212132e8,4.770574246748917e9,1.5529245763369608e9,1.24005796261314e8,5014.043131,1.5739403483253002e7,9.92174814499e6,6.797230341333e6
878.0,1.470397481781703e9,1.8114279558700002e6,9.899894610566473e8,3.02485469891115e8,1.252157856849269e9,2.2010608956820798e8,1.5306948623757303e8,5.956196427205383e9,1.6253334326550498e9,1.5493595087334698e8,5018.390044000001,1.5906173208021002e7,1.0058355645317e7,6.917926977848e6
879.0,1.47166977631707e9,1.811078772558e6,9.795738469594362e8,3.0015704546893704e8,1.256034904307093e9,2.1694207597084796e8,1.55493329739015e8,6.050099321333311e9,1.6284703100169559e9,1.56800533699886e8,5018.412307,1.5910805796419002e7,1.0063195970591001e7,6.922891701976e6
880.0,1.358950831838665e9,1.8908665510850002e6,1.206279576300438e9,3.52303861581388e8,1.034914569845589e9,2.99371549971205e8,1.09794692101398e8,4.275062474899231e9,1.444080811918192e9,8.512998007952699e7,5008.818978999999,1.5565299535868e7,9.768663062575001e6,6.654905360964e6
881.0,1.215620048167099e9,1.926128922769e6,1.3262360567901354e9,3.8291123009554803e8,8.440329169481581e8,3.29373307800393e8,9.9850761137196e7,3.8885893446770296e9,1.273256985885747e9,5.763693771864801e7,5002.179631,1.5337800107813003e7,9.578481726778e6,6.483896070544e6
882.0,1.398170667766355e9,1.883503052529e6,1.1395241778337088e9,3.34626683313592e8,1.1157639464362671e9,2.78194775705832e8,1.1233311825347501e8,4.372016382473091e9,1.5062918403955736e9,1.08121172629219e8,5012.329082,1.5660863530169005e7,9.855785689877e6,6.737735252415001e6
883.0,1.272840901843046e9,1.907443362141e6,1.2946642386311264e9,3.7565359779419005e8,9.09010906583153e8,3.1936494681762e8,1.06201315231053e8,4.1366143307118444e9,1.334577168631826e9,6.173626678878e7,5004.727226,1.5418285517399002e7,9.644674636777e6,6.5425756503880005e6
884.0,6.96540650060484e8,1.958947627276e6,1.655877468435505e9,4.72718068057865e8,3.01892560062726e8,3.82677906332671e8,9.932904205473e7,3.871105722166654e9,7.83899508450127e8,8.7358858389643e7,4970.739456,1.4969424204225002e7,9.157624956876e6,6.034997881561e6
885.0,6.17237260367766e8,1.9754072335170002e6,1.681156808166244e9,4.78154319234992e8,2.5809402767133898e8,3.8379263504994e8,9.250770748796e7,3.603784784769653e9,7.34394370209239e8,1.17157109841473e8,4965.976363999999,1.4935610657631e7,9.115733494318001e6,5.988870093107e6
886.0,1.410375302238906e9,1.8626642270260002e6,1.1503665869294133e9,3.39618437204755e8,1.115749608536545e9,2.78812630212983e8,1.21865804803646e8,4.745050807734409e9,1.516428043553174e9,1.0605274131426801e8,5012.104259999999,1.5682592493281003e7,9.867372542907e6,6.743628159608e6
887.0,1.4366889188327732e9,1.856657003641e6,1.0964505190882795e9,3.2603755111178493e8,1.1759385751819382e9,2.5889478960407096e8,1.2719200619064799e8,4.951025082746609e9,1.562025370976657e9,1.2533645214388402e8,5014.318116,1.5753945625423003e7,9.9331610155e6,6.806725827604e6
888.0,1.429785155399187e9,1.8634656322830003e6,1.1046310650603774e9,3.27496050255697e8,1.167191371493766e9,2.62310565106359e8,1.235710596277e8,4.8093892938589115e9,1.553072996227825e9,1.2328784082863802e8,5013.728059000001,1.5737359576044e7,9.919409186612e6,6.794601572099e6
889.0,-9.870046399575136e9,2.327145287169e6,3.6783423521090965e9,1.0034557581796131e9,2.4051703078856997e7,3.7451641488210005e6,1.250306033172e6,4.9771394140888005e7,2.9047173260849997e7,9.899093572835987e9,4944.062907,1.4846016727307e7,8.963246280955998e6,5.804558874212999e6
